Date,Title,Artist,Rank,Is_New,Image,Peak_Posistion,Last_Position,Weeks
2019-01-05,Sleigh Ride,The Ronettes,26,False,,26,33,3
2019-01-05,Lucid Dreams,Juice WRLD,27,False,,2,23,33
2019-01-05,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,28,False,,28,35,3
2019-01-05,Feliz Navidad,Jose Feliciano,29,False,,29,34,5
2019-01-05,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",30,False,,11,25,13
2019-01-05,MIA,Bad Bunny Featuring Drake,31,False,,5,26,11
2019-01-05,(There's No Place Like) Home For The Holidays,Perry Como,32,False,,32,41,2
2019-01-05,Leave Me Alone,Flipp Dinero,33,False,,27,31,15
2019-01-05,White Christmas,Bing Crosby,34,False,,12,48,15
2019-01-05,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,35,False,,35,42,2
2019-01-05,Going Bad,Meek Mill Featuring Drake,36,False,,6,22,4
2019-01-05,A Lot,21 Savage,37,True,,37,0,1
2019-01-05,Trip,Ella Mai,38,False,,11,29,21
2019-01-05,I Like It,"Cardi B, Bad Bunny & J Balvin",39,False,,1,40,38
2019-01-05,Blue Christmas,Elvis Presley,40,True,,40,0,1
2019-01-05,Speechless,Dan + Shay,41,False,,33,36,16
2019-01-05,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,42,False,,42,45,2
2019-01-05,Christmas (Baby Please Come Home),Darlene Love,43,False,,43,50,2
2019-01-05,Underneath The Tree,Kelly Clarkson,44,False,,44,0,4
2019-01-05,Run Rudolph Run,Chuck Berry,45,False,,45,0,4
2019-01-05,Natural,Imagine Dragons,46,False,,13,43,23
2019-01-05,Wow.,Post Malone,47,True,,47,0,1
2019-01-05,Love Lies,Khalid & Normani,48,False,,9,37,45
2019-01-05,Jingle Bells,Frank Sinatra,49,True,,49,0,1
2019-01-05,Beautiful,Bazzi Featuring Camila Cabello,50,False,,30,38,21
2019-01-05,Better,Khalid,51,False,,29,39,15
2019-01-05,Shallow,Lady Gaga & Bradley Cooper,52,False,,5,44,13
2019-01-05,Cozy Little Christmas,Katy Perry,53,False,,53,68,2
2019-01-05,She Got The Best Of Me,Luke Combs,54,False,,34,51,20
2019-01-05,The Christmas Song,Lauren Daigle,55,False,,55,90,2
2019-01-05,Uproar,Lil Wayne,56,False,,7,49,13
2019-01-05,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,57,True,,57,0,1
2019-01-05,Can't Leave Without It,21 Savage,58,True,,58,0,1
2019-01-05,You Say,Lauren Daigle,59,False,,44,59,24
2019-01-05,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,60,False,,57,57,6
2019-01-05,Best Shot,Jimmie Allen,61,False,,46,55,15
2019-01-05,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,62,False,,31,53,19
2019-01-05,Be Alright,Dean Lewis,63,False,,63,63,9
2019-01-05,Drunk Me,Mitchell Tenpenny,64,False,,53,54,20
2019-01-05,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,65,True,,65,0,1
2019-01-05,Look Back At It,A Boogie Wit da Hoodie,66,False,,66,96,3
2019-01-05,All My Friends,21 Savage,67,True,,67,0,1
2019-01-05,BAD!,XXXTENTACION,68,False,,16,52,7
2019-01-05,Backin' It Up,Pardison Fontaine Featuring Cardi B,69,False,,64,64,11
2019-01-05,Break Da Law,21 Savage,70,True,,70,0,1
2019-01-05,Imagine,Ariana Grande,71,False,,24,24,2
2019-01-05,Talk To Me,Tory Lanez & Rich The Kid,72,False,,61,61,9
2019-01-05,Monster,21 Savage,73,True,,73,0,1
2019-01-05,Calling My Spirit,Kodak Black,74,False,,46,46,4
2019-01-05,Consequences,Camila Cabello,75,False,,69,69,8
2019-01-05,Armed And Dangerous,Juice WRLD,76,False,,44,60,7
2019-01-05,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,77,False,,28,62,9
2019-01-05,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,78,False,,56,56,4
2019-01-05,Sixteen,Thomas Rhett,79,False,,67,67,7
2019-01-05,Burning Man,Dierks Bentley Featuring Brothers Osborne,80,False,,65,65,10
2019-01-05,Beautiful Crazy,Luke Combs,81,False,,58,81,7
2019-01-05,When The Party's Over,Billie Eilish,82,False,,52,77,10
2019-01-05,Sweet But Psycho,Ava Max,83,False,,83,87,2
2019-01-05,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,84,False,,66,66,11
2019-01-05,You,Jacquees,85,False,,75,75,5
2019-01-05,1.5,21 Savage,86,True,,86,0,1
2019-01-05,Girl Like You,Jason Aldean,87,False,,71,71,5
2019-01-05,Out For The Night,21 Savage,88,True,,88,0,1
2019-01-05,Good Girl,Dustin Lynch,89,False,,72,72,7
2019-01-05,No Stylist,French Montana Featuring Drake,90,False,,47,73,14
2019-01-05,Lovely,Billie Eilish & Khalid,91,False,,78,89,9
2019-01-05,Ella Quiere Beber,Anuel AA & Romeo Santos,92,False,,79,80,8
2019-01-05,Gun Smoke,21 Savage,93,True,,93,0,1
2019-01-05,Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,94,True,,94,0,1
2019-01-05,ASMR,21 Savage,95,True,,95,0,1
2019-01-05,Last Shot,Kip Moore,96,False,,78,78,6
2019-01-05,Fine China,Future & Juice WRLD,97,False,,26,82,10
2019-01-05,Envy Me,Calboy,98,False,,91,91,2
2019-01-05,Lost In Japan,Shawn Mendes X Zedd,99,False,,48,83,14
2019-01-05,This Is It,Scotty McCreery,100,False,,84,84,3
2019-01-12,Without Me,Halsey,1,False,,1,2,13
2019-01-12,"Thank U, Next",Ariana Grande,2,False,,1,1,9
2019-01-12,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,3,False,,3,5,11
2019-01-12,Sicko Mode,Travis Scott,4,False,,1,4,22
2019-01-12,High Hopes,Panic! At The Disco,5,False,,5,6,22
2019-01-12,Happier,Marshmello & Bastille,6,False,,3,7,20
2019-01-12,Girls Like You,Maroon 5 Featuring Cardi B,7,False,,1,14,32
2019-01-12,Drip Too Hard,Lil Baby & Gunna,8,False,,4,12,16
2019-01-12,ZEZE,Kodak Black Featuring Travis Scott & Offset,9,False,,2,15,12
2019-01-12,Better Now,Post Malone,10,False,,3,23,36
2019-01-12,Eastside,"benny blanco, Halsey & Khalid",11,False,,11,21,25
2019-01-12,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,False,,11,18,16
2019-01-12,Wow.,Post Malone,13,False,,13,47,2
2019-01-12,Youngblood,5 Seconds Of Summer,14,False,,7,24,31
2019-01-12,Mo Bamba,Sheck Wes,15,False,,6,17,19
2019-01-12,Breathin,Ariana Grande,16,False,,12,22,20
2019-01-12,Money,Cardi B,17,False,,13,19,11
2019-01-12,Lucid Dreams,Juice WRLD,18,False,,2,27,34
2019-01-12,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",19,False,,11,30,14
2019-01-12,MIA,Bad Bunny Featuring Drake,20,False,,5,31,12
2019-01-12,Going Bad,Meek Mill Featuring Drake,21,False,,6,36,5
2019-01-12,Leave Me Alone,Flipp Dinero,22,False,,22,33,16
2019-01-12,Trip,Ella Mai,23,False,,11,38,22
2019-01-12,Speechless,Dan + Shay,24,False,,24,41,17
2019-01-12,Natural,Imagine Dragons,25,False,,13,46,24
2019-01-12,I Like It,"Cardi B, Bad Bunny & J Balvin",26,False,,1,39,39
2019-01-12,Love Lies,Khalid & Normani,27,False,,9,48,46
2019-01-12,Beautiful,Bazzi Featuring Camila Cabello,28,False,,28,50,22
2019-01-12,Shallow,Lady Gaga & Bradley Cooper,29,False,,5,52,14
2019-01-12,Better,Khalid,30,False,,29,51,16
2019-01-12,She Got The Best Of Me,Luke Combs,31,False,,31,54,21
2019-01-12,Baby Shark,Pinkfong,32,True,,32,0,1
2019-01-12,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,33,False,,33,60,7
2019-01-12,You Say,Lauren Daigle,34,False,,34,59,25
2019-01-12,Uproar,Lil Wayne,35,False,,7,56,14
2019-01-12,A Lot,21 Savage,36,False,,36,37,2
2019-01-12,Best Shot,Jimmie Allen,37,False,,37,61,16
2019-01-12,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,38,False,,38,57,2
2019-01-12,Drunk Me,Mitchell Tenpenny,39,False,,39,64,21
2019-01-12,Be Alright,Dean Lewis,40,False,,40,63,10
2019-01-12,Sweet But Psycho,Ava Max,41,False,,41,83,3
2019-01-12,Sixteen,Thomas Rhett,42,False,,42,79,8
2019-01-12,Talk To Me,Tory Lanez & Rich The Kid,43,False,,43,72,10
2019-01-12,Backin' It Up,Pardison Fontaine Featuring Cardi B,44,False,,44,69,12
2019-01-12,Burning Man,Dierks Bentley Featuring Brothers Osborne,45,False,,45,80,11
2019-01-12,Dangerous,Meek Mill Featuring Jeremih & PnB Rock,46,False,,31,62,20
2019-01-12,Good Girl,Dustin Lynch,47,False,,47,89,8
2019-01-12,Beautiful Crazy,Luke Combs,48,False,,48,81,8
2019-01-12,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,49,False,,49,78,5
2019-01-12,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,50,False,,50,84,12
2019-01-12,Consequences,Camila Cabello,51,False,,51,75,9
2019-01-12,Girl Like You,Jason Aldean,52,False,,52,87,6
2019-01-12,Last Shot,Kip Moore,53,False,,53,96,7
2019-01-12,Look Back At It,A Boogie Wit da Hoodie,54,False,,54,66,4
2019-01-12,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,55,False,,28,77,10
2019-01-12,Armed And Dangerous,Juice WRLD,56,False,,44,76,8
2019-01-12,This Is It,Scotty McCreery,57,False,,57,100,4
2019-01-12,Calling My Spirit,Kodak Black,58,False,,46,74,5
2019-01-12,You,Jacquees,59,False,,59,85,6
2019-01-12,No Stylist,French Montana Featuring Drake,60,False,,47,90,15
2019-01-12,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,61,False,,61,65,2
2019-01-12,Electricity,Silk City x Dua Lipa,62,False,,62,0,7
2019-01-12,Imagine,Ariana Grande,63,False,,24,71,3
2019-01-12,Ella Quiere Beber,Anuel AA & Romeo Santos,64,False,,64,92,9
2019-01-12,Can't Leave Without It,21 Savage,65,False,,58,58,2
2019-01-12,Envy Me,Calboy,66,False,,66,98,3
2019-01-12,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,67,False,,56,0,18
2019-01-12,When The Party's Over,Billie Eilish,68,False,,52,82,11
2019-01-12,Millionaire,Chris Stapleton,69,False,,69,0,4
2019-01-12,BAD!,XXXTENTACION,70,False,,16,68,8
2019-01-12,Lost In Japan,Shawn Mendes X Zedd,71,False,,48,99,15
2019-01-12,Pure Cocaine,Lil Baby,72,False,,46,0,4
2019-01-12,Lovely,Billie Eilish & Khalid,73,False,,73,91,10
2019-01-12,Fine China,Future & Juice WRLD,74,False,,26,97,11
2019-01-12,Take It From Me,Jordan Davis,75,True,,75,0,1
2019-01-12,What Makes You Country,Luke Bryan,76,True,,76,0,1
2019-01-12,Yosemite,Travis Scott,77,False,,25,0,11
2019-01-12,Monster,21 Savage,78,False,,73,73,2
2019-01-12,Blue Tacoma,Russell Dickerson,79,False,,52,0,16
2019-01-12,Down To The Honkytonk,Jake Owen,80,True,,80,0,1
2019-01-12,Close Friends,Lil Baby,81,False,,28,0,12
2019-01-12,Love Someone,Lukas Graham,82,True,,82,0,1
2019-01-12,Love Wins,Carrie Underwood,83,True,,83,0,1
2019-01-12,KIKA,6ix9ine Featuring Tory Lanez,84,False,,44,0,5
2019-01-12,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,85,False,,63,0,4
2019-01-12,Ruin My Life,Zara Larsson,86,True,,86,0,1
2019-01-12,Body,Loud Luxury Featuring Brando,87,True,,87,0,1
2019-01-12,Dip,Tyga & Nicki Minaj,88,False,,63,0,7
2019-01-12,Good Form,Nicki Minaj Featuring Lil Wayne,89,False,,60,0,4
2019-01-12,Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,90,False,,90,94,2
2019-01-12,Here Tonight,Brett Young,91,True,,91,0,1
2019-01-12,Burn Out,Midland,92,True,,92,0,1
2019-01-12,Solo de Mi,Bad Bunny,93,True,,93,0,1
2019-01-12,Lucky You,Eminem Featuring Joyner Lucas,94,False,,6,0,13
2019-01-12,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,95,True,,95,0,1
2019-01-12,whoa (mind in awe),XXXTENTACION,96,False,,37,0,3
2019-01-12,All My Friends,21 Savage,97,False,,67,67,2
2019-01-12,Make It Sweet,Old Dominion,98,True,,98,0,1
2019-01-12,Ocean Eyes,Billie Eilish,99,False,,96,0,3
2019-01-12,idontwannabeyouanymore,Billie Eilish,100,True,,100,0,1
2019-01-19,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,1,False,,1,3,12
2019-01-19,Without Me,Halsey,2,False,,1,1,14
2019-01-19,"Thank U, Next",Ariana Grande,3,False,,1,2,10
2019-01-19,Sicko Mode,Travis Scott,4,False,,1,4,23
2019-01-19,High Hopes,Panic! At The Disco,5,False,,5,5,23
2019-01-19,Happier,Marshmello & Bastille,6,False,,3,6,21
2019-01-19,Girls Like You,Maroon 5 Featuring Cardi B,7,False,,1,7,33
2019-01-19,Drip Too Hard,Lil Baby & Gunna,8,False,,4,8,17
2019-01-19,Eastside,"benny blanco, Halsey & Khalid",9,False,,9,11,26
2019-01-19,ZEZE,Kodak Black Featuring Travis Scott & Offset,10,False,,2,9,13
2019-01-19,Wow.,Post Malone,11,False,,11,13,3
2019-01-19,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,False,,11,12,17
2019-01-19,Better Now,Post Malone,13,False,,3,10,37
2019-01-19,Mo Bamba,Sheck Wes,14,False,,6,15,20
2019-01-19,Breathin,Ariana Grande,15,False,,12,16,21
2019-01-19,Youngblood,5 Seconds Of Summer,16,False,,7,14,32
2019-01-19,Money,Cardi B,17,False,,13,17,12
2019-01-19,Going Bad,Meek Mill Featuring Drake,18,False,,6,21,6
2019-01-19,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",19,False,,11,19,15
2019-01-19,MIA,Bad Bunny Featuring Drake,20,False,,5,20,13
2019-01-19,Leave Me Alone,Flipp Dinero,21,False,,21,22,17
2019-01-19,Lucid Dreams,Juice WRLD,22,False,,2,18,35
2019-01-19,Shallow,Lady Gaga & Bradley Cooper,23,False,,5,29,15
2019-01-19,Better,Khalid,24,False,,24,30,17
2019-01-19,Speechless,Dan + Shay,25,False,,24,24,18
2019-01-19,Trip,Ella Mai,26,False,,11,23,23
2019-01-19,Beautiful,Bazzi Featuring Camila Cabello,27,False,,27,28,23
2019-01-19,Love Lies,Khalid & Normani,28,False,,9,27,47
2019-01-19,Natural,Imagine Dragons,29,False,,13,25,25
2019-01-19,I Like It,"Cardi B, Bad Bunny & J Balvin",30,False,,1,26,40
2019-01-19,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,31,False,,31,33,8
2019-01-19,She Got The Best Of Me,Luke Combs,32,False,,31,31,22
2019-01-19,A Lot,21 Savage,33,False,,33,36,3
2019-01-19,You Say,Lauren Daigle,34,False,,34,34,26
2019-01-19,Undecided,Chris Brown,35,True,,35,0,1
2019-01-19,Uproar,Lil Wayne,36,False,,7,35,15
2019-01-19,Sweet But Psycho,Ava Max,37,False,,37,41,4
2019-01-19,Baby Shark,Pinkfong,38,False,,32,32,2
2019-01-19,Best Shot,Jimmie Allen,39,False,,37,37,17
2019-01-19,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,40,False,,38,38,3
2019-01-19,Beautiful Crazy,Luke Combs,41,False,,41,48,9
2019-01-19,Be Alright,Dean Lewis,42,False,,40,40,11
2019-01-19,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,43,False,,43,49,6
2019-01-19,Good Girl,Dustin Lynch,44,False,,44,47,9
2019-01-19,Sixteen,Thomas Rhett,45,False,,42,42,9
2019-01-19,Crushed Up,Future,46,True,,46,0,1
2019-01-19,Burning Man,Dierks Bentley Featuring Brothers Osborne,47,False,,45,45,12
2019-01-19,Backin' It Up,Pardison Fontaine Featuring Cardi B,48,False,,44,44,13
2019-01-19,Look Back At It,A Boogie Wit da Hoodie,49,False,,49,54,5
2019-01-19,Girl Like You,Jason Aldean,50,False,,50,52,7
2019-01-19,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,51,False,,50,50,13
2019-01-19,Consequences,Camila Cabello,52,False,,51,51,10
2019-01-19,This Is It,Scotty McCreery,53,False,,53,57,5
2019-01-19,Armed And Dangerous,Juice WRLD,54,False,,44,56,9
2019-01-19,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,55,False,,28,55,11
2019-01-19,Calling My Spirit,Kodak Black,56,False,,46,58,6
2019-01-19,Talk To Me,Tory Lanez & Rich The Kid,57,False,,43,43,11
2019-01-19,You,Jacquees,58,False,,58,59,7
2019-01-19,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,59,False,,59,61,3
2019-01-19,Last Shot,Kip Moore,60,False,,53,53,8
2019-01-19,No Stylist,French Montana Featuring Drake,61,False,,47,60,16
2019-01-19,Electricity,Silk City x Dua Lipa,62,False,,62,62,8
2019-01-19,Envy Me,Calboy,63,False,,63,66,4
2019-01-19,Ella Quiere Beber,Anuel AA & Romeo Santos,64,False,,64,64,10
2019-01-19,Lovely,Billie Eilish & Khalid,65,False,,65,73,11
2019-01-19,Pure Cocaine,Lil Baby,66,False,,46,72,5
2019-01-19,Millionaire,Chris Stapleton,67,False,,67,69,5
2019-01-19,When The Party's Over,Billie Eilish,68,False,,52,68,12
2019-01-19,Take It From Me,Jordan Davis,69,False,,69,75,2
2019-01-19,Can't Leave Without It,21 Savage,70,False,,58,65,3
2019-01-19,Yosemite,Travis Scott,71,False,,25,77,12
2019-01-19,Fine China,Future & Juice WRLD,72,False,,26,74,12
2019-01-19,Imagine,Ariana Grande,73,False,,24,63,4
2019-01-19,What Makes You Country,Luke Bryan,74,False,,74,76,2
2019-01-19,Down To The Honkytonk,Jake Owen,75,False,,75,80,2
2019-01-19,Ruin My Life,Zara Larsson,76,False,,76,86,2
2019-01-19,BAD!,XXXTENTACION,77,False,,16,70,9
2019-01-19,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,78,False,,56,67,19
2019-01-19,Blue Tacoma,Russell Dickerson,79,False,,52,79,17
2019-01-19,Body,Loud Luxury Featuring Brando,80,False,,80,87,2
2019-01-19,Butterfly Doors,Lil Pump,81,True,,81,0,1
2019-01-19,Love Someone,Lukas Graham,82,False,,82,82,2
2019-01-19,Space Cadet,Metro Boomin Featuring Gunna,83,False,,51,0,5
2019-01-19,Lost In Japan,Shawn Mendes X Zedd,84,False,,48,71,16
2019-01-19,Love Wins,Carrie Underwood,85,False,,83,83,2
2019-01-19,Nuketown,Ski Mask The Slump God Featuring Juice WRLD,86,False,,63,85,5
2019-01-19,Valuable Pain,YoungBoy Never Broke Again,87,True,,87,0,1
2019-01-19,Here Tonight,Brett Young,88,False,,88,91,2
2019-01-19,Close Friends,Lil Baby,89,False,,28,81,13
2019-01-19,Monster,21 Savage,90,False,,73,78,3
2019-01-19,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,91,False,,91,95,2
2019-01-19,Make It Sweet,Old Dominion,92,False,,92,98,2
2019-01-19,Burn Out,Midland,93,False,,92,92,2
2019-01-19,Good Form,Nicki Minaj Featuring Lil Wayne,94,False,,60,89,5
2019-01-19,Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,95,False,,90,90,3
2019-01-19,KIKA,6ix9ine Featuring Tory Lanez,96,False,,44,84,6
2019-01-19,Ocean Eyes,Billie Eilish,97,False,,96,99,4
2019-01-19,idontwannabeyouanymore,Billie Eilish,98,False,,98,100,2
2019-01-19,Dip,Tyga & Nicki Minaj,99,False,,63,88,8
2019-01-19,Lucky You,Eminem Featuring Joyner Lucas,100,False,,6,94,14
2019-01-26,Without Me,Halsey,1,False,,1,2,15
2019-01-26,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2,False,,1,1,13
2019-01-26,Sicko Mode,Travis Scott,3,False,,1,4,24
2019-01-26,High Hopes,Panic! At The Disco,4,False,,4,5,24
2019-01-26,"Thank U, Next",Ariana Grande,5,False,,1,3,11
2019-01-26,Happier,Marshmello & Bastille,6,False,,3,6,22
2019-01-26,Girls Like You,Maroon 5 Featuring Cardi B,7,False,,1,7,34
2019-01-26,Drip Too Hard,Lil Baby & Gunna,8,False,,4,8,18
2019-01-26,Wow.,Post Malone,9,False,,9,11,4
2019-01-26,ZEZE,Kodak Black Featuring Travis Scott & Offset,10,False,,2,10,14
2019-01-26,Eastside,"benny blanco, Halsey & Khalid",11,False,,9,9,27
2019-01-26,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,12,False,,11,12,18
2019-01-26,Money,Cardi B,13,False,,13,17,13
2019-01-26,Mo Bamba,Sheck Wes,14,False,,6,14,21
2019-01-26,Better Now,Post Malone,15,False,,3,13,38
2019-01-26,Youngblood,5 Seconds Of Summer,16,False,,7,16,33
2019-01-26,Going Bad,Meek Mill Featuring Drake,17,False,,6,18,7
2019-01-26,Breathin,Ariana Grande,18,False,,12,15,22
2019-01-26,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",19,False,,11,19,16
2019-01-26,MIA,Bad Bunny Featuring Drake,20,False,,5,20,14
2019-01-26,Leave Me Alone,Flipp Dinero,21,False,,21,21,18
2019-01-26,Better,Khalid,22,False,,22,24,18
2019-01-26,Lucid Dreams,Juice WRLD,23,False,,2,22,36
2019-01-26,Shallow,Lady Gaga & Bradley Cooper,24,False,,5,23,16
2019-01-26,Speechless,Dan + Shay,25,False,,24,25,19
2019-01-26,Beautiful,Bazzi Featuring Camila Cabello,26,False,,26,27,24
2019-01-26,Lost In The Fire,Gesaffelstein & The Weeknd,27,True,,27,0,1
2019-01-26,Love Lies,Khalid & Normani,28,False,,9,28,48
2019-01-26,Trip,Ella Mai,29,False,,11,26,24
2019-01-26,I Like It,"Cardi B, Bad Bunny & J Balvin",30,False,,1,30,41
2019-01-26,Natural,Imagine Dragons,31,False,,13,29,26
2019-01-26,Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,32,False,,31,31,9
2019-01-26,Dancing With A Stranger,Sam Smith & Normani,33,True,,33,0,1
2019-01-26,A Lot,21 Savage,34,False,,33,33,4
2019-01-26,You Say,Lauren Daigle,35,False,,34,34,27
2019-01-26,Sweet But Psycho,Ava Max,36,False,,36,37,5
2019-01-26,Baby Shark,Pinkfong,37,False,,32,38,3
2019-01-26,She Got The Best Of Me,Luke Combs,38,False,,31,32,23
2019-01-26,Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,39,False,,38,40,4
2019-01-26,Look Back At It,A Boogie Wit da Hoodie,40,False,,40,49,6
2019-01-26,Envy Me,Calboy,41,False,,41,63,5
2019-01-26,Beautiful Crazy,Luke Combs,42,False,,41,41,10
2019-01-26,Sixteen,Thomas Rhett,43,False,,42,45,10
2019-01-26,Be Alright,Dean Lewis,44,False,,40,42,12
2019-01-26,Backin' It Up,Pardison Fontaine Featuring Cardi B,45,False,,44,48,14
2019-01-26,Girl Like You,Jason Aldean,46,False,,46,50,8
2019-01-26,Burning Man,Dierks Bentley Featuring Brothers Osborne,47,False,,45,47,13
2019-01-26,Best Shot,Jimmie Allen,48,False,,37,39,18
2019-01-26,Uproar,Lil Wayne,49,False,,7,36,16
2019-01-26,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,50,False,,43,43,7
2019-01-26,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,51,False,,50,51,14
2019-01-26,This Is It,Scotty McCreery,52,False,,52,53,6
2019-01-26,Good Girl,Dustin Lynch,53,False,,44,44,10
2019-01-26,Twerk,City Girls Featuring Cardi B,54,False,,54,0,2
2019-01-26,Calling My Spirit,Kodak Black,55,False,,46,56,7
2019-01-26,Undecided,Chris Brown,56,False,,35,35,2
2019-01-26,Saturday Nights,Khalid & Kane Brown,57,False,,57,0,2
2019-01-26,Armed And Dangerous,Juice WRLD,58,False,,44,54,10
2019-01-26,Crushed Up,Future,59,False,,46,46,2
2019-01-26,Consequences,Camila Cabello,60,False,,51,52,11
2019-01-26,You,Jacquees,61,False,,58,58,8
2019-01-26,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,62,False,,28,55,12
2019-01-26,No Stylist,French Montana Featuring Drake,63,False,,47,61,17
2019-01-26,Lovely,Billie Eilish & Khalid,64,False,,64,65,12
2019-01-26,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga,65,False,,59,59,4
2019-01-26,Ella Quiere Beber,Anuel AA & Romeo Santos,66,False,,64,64,11
2019-01-26,Pure Cocaine,Lil Baby,67,False,,46,66,6
2019-01-26,Electricity,Silk City x Dua Lipa,68,False,,62,62,9
2019-01-26,Nights Like This,Kehlani Featuring Ty Dolla $ign,69,True,,69,0,1
2019-01-26,Yosemite,Travis Scott,70,False,,25,71,13
2019-01-26,Millionaire,Chris Stapleton,71,False,,67,67,6
2019-01-26,Talk To Me,Tory Lanez & Rich The Kid,72,False,,43,57,12
2019-01-26,What Makes You Country,Luke Bryan,73,False,,73,74,3
2019-01-26,When The Party's Over,Billie Eilish,74,False,,52,68,13
2019-01-26,Thotiana,Blueface,75,True,,75,0,1
2019-01-26,Take It From Me,Jordan Davis,76,False,,69,69,3
