Date,Title,Artist,Rank,IsNew
2020-03-07,Say So,Doja Cat Featuring Nicki Minaj,33,False
2020-03-07,Kinfolks,Sam Hunt,34,False
2020-03-07,Senorita,Shawn Mendes & Camila Cabello,35,False
2020-03-07,Bad Guy,Billie Eilish,36,False
2020-03-07,Godzilla,Eminem Featuring Juice WRLD,37,False
2020-03-07,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,38,False
2020-03-07,Homesick,Kane Brown,39,False
2020-03-07,HIGHEST IN THE ROOM,Travis Scott,40,False
2020-03-07,Trampoline,SHAED,41,False
2020-03-07,One Man Band,Old Dominion,42,False
2020-03-07,Sucker,Jonas Brothers,43,False
2020-03-07,I Don't Care,Ed Sheeran & Justin Bieber,44,False
2020-03-07,I Hope,Gabby Barrett Featuring Charlie Puth,45,False
2020-03-07,Sum 2 Prove,Lil Baby,46,False
2020-03-07,Red Eye,YoungBoy Never Broke Again,47,True
2020-03-07,Only Human,Jonas Brothers,48,False
2020-03-07,Make Me Want To,Jimmie Allen,49,False
2020-03-07,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",50,False
2020-03-07,Blueberry Faygo,Lil Mosey,51,False
2020-03-07,Slide,H.E.R. Featuring YG,52,False
2020-03-07,Tusa,Karol G & Nicki Minaj,53,False
2020-03-07,No Time To Die,Billie Eilish,54,False
2020-03-07,Juicy,Doja Cat & Tyga,55,False
2020-03-07,BEST ON EARTH,Russ & BIA,56,False
2020-03-07,Heart On Ice,Rod Wave,57,False
2020-03-07,Fine By Time,YoungBoy Never Broke Again,58,True
2020-03-07,Bad Bad,YoungBoy Never Broke Again,59,True
2020-03-07,Knocked Off,YoungBoy Never Broke Again,60,True
2020-03-07,To Die For,Sam Smith,61,False
2020-03-07,We Back,Jason Aldean,62,False
2020-03-07,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,63,False
2020-03-07,What She Wants Tonight,Luke Bryan,64,False
2020-03-07,Nobody But You,Blake Shelton Duet With Gwen Stefani,65,False
2020-03-07,Suicidal,YNW Melly & Juice WRLD,66,False
2020-03-07,Chasin' You,Morgan Wallen,67,False
2020-03-07,I Wish Grandpas Never Died,Riley Green,68,False
2020-03-07,Out West,JACKBOYS Featuring Young Thug,69,False
2020-03-07,More Hearts Than Mine,Ingrid Andress,70,False
2020-03-07,Moral Of The Story,Ashe Featuring Niall Horan,71,True
2020-03-07,Homemade,Jake Owen,72,False
2020-03-07,Slow Dance In A Parking Lot,Jordan Davis,73,False
2020-03-07,Forever,Justin Bieber Featuring Post Malone & Clever,74,False
2020-03-07,I Hope You're Happy Now,Carly Pearce & Lee Brice,75,False
2020-03-07,Know Your Worth,Khalid x Disclosure,76,False
2020-03-07,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",77,False
2020-03-07,Dive Bar,Garth Brooks & Blake Shelton,78,False
2020-03-07,Make No Sense,YoungBoy Never Broke Again,79,False
2020-03-07,RIP Lil Phat,YoungBoy Never Broke Again,80,True
2020-03-07,Catch,Brett Young,81,False
2020-03-07,Before You Go,Lewis Capaldi,82,False
2020-03-07,TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,83,False
2020-03-07,My Time,BTS,84,True
2020-03-07,Long RD,YoungBoy Never Broke Again,85,True
2020-03-07,South Of The Border,Ed Sheeran Featuring Camila Cabello & Cardi B,86,False
2020-03-07,Filter,BTS,87,True
2020-03-07,P*$$y Fairy (OTW),Jhene Aiko,88,False
2020-03-07,Bat Man,YoungBoy Never Broke Again,89,True
2020-03-07,homecoming queen?,Kelsea Ballerini,90,False
2020-03-07,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,91,False
2020-03-07,The Man,Taylor Swift,92,False
2020-03-07,Shake The Room,Pop Smoke Featuring Quavo,93,True
2020-03-07,Rare,Selena Gomez,94,False
2020-03-07,Come Thru,Summer Walker & Usher,95,False
2020-03-07,Ridin' Roads,Dustin Lynch,96,False
2020-03-07,Me And My Guitar,A Boogie Wit da Hoodie,97,False
2020-03-07,Feel Me,Selena Gomez,98,True
2020-03-07,Vete,Bad Bunny,99,False
2020-03-07,SUGAR,BrockHampton,100,False
2020-03-14,The Box,Roddy Ricch,1,False
2020-03-14,Life Is Good,Future Featuring Drake,2,False
2020-03-14,Don't Start Now,Dua Lipa,3,False
2020-03-14,Circles,Post Malone,4,False
2020-03-14,Stupid Love,Lady Gaga,5,True
2020-03-14,Roxanne,Arizona Zervas,6,False
2020-03-14,Blinding Lights,The Weeknd,7,False
2020-03-14,Dance Monkey,Tones And I,8,False
2020-03-14,Memories,Maroon 5,9,False
2020-03-14,Intentions,Justin Bieber Featuring Quavo,10,False
2020-03-14,Someone You Loved,Lewis Capaldi,11,False
2020-03-14,Everything I Wanted,Billie Eilish,12,False
2020-03-14,Hot Girl Bummer,blackbear,13,False
2020-03-14,Adore You,Harry Styles,14,False
2020-03-14,Woah,Lil Baby,15,False
2020-03-14,Say So,Doja Cat Featuring Nicki Minaj,16,False
2020-03-14,Heartless,The Weeknd,17,False
2020-03-14,Heatin Up,Lil Baby & Gunna,18,True
2020-03-14,The Bones,Maren Morris,19,False
2020-03-14,"10,000 Hours",Dan + Shay & Justin Bieber,20,False
2020-03-14,That Way,Lil Uzi Vert,21,True
2020-03-14,Ballin',Mustard & Roddy Ricch,22,False
2020-03-14,Commercial,Lil Baby Featuring Lil Uzi Vert,23,True
2020-03-14,BOP,DaBaby,24,False
2020-03-14,My Oh My,Camila Cabello Featuring DaBaby,25,False
2020-03-14,Sum 2 Prove,Lil Baby,26,False
2020-03-14,Lose You To Love Me,Selena Gomez,27,False
2020-03-14,Live Off My Closet,Lil Baby Featuring Future,28,True
2020-03-14,You Should Be Sad,Halsey,29,False
2020-03-14,High Fashion,Roddy Ricch Featuring Mustard,30,False
2020-03-14,Emotionally Scarred,Lil Baby,31,True
2020-03-14,Si Veo A Tu Mama,Bad Bunny,32,True
2020-03-14,La Dificil,Bad Bunny,33,True
2020-03-14,Falling,Trevor Daniel,34,False
2020-03-14,Good As Hell,Lizzo,35,False
2020-03-14,Vete,Bad Bunny,36,False
2020-03-14,No Guidance,Chris Brown Featuring Drake,37,False
2020-03-14,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",38,True
2020-03-14,Homesick,Kane Brown,39,False
2020-03-14,Yummy,Justin Bieber,40,False
2020-03-14,What A Man Gotta Do,Jonas Brothers,41,False
2020-03-14,Godzilla,Eminem Featuring Juice WRLD,42,False
2020-03-14,Senorita,Shawn Mendes & Camila Cabello,43,False
2020-03-14,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,44,False
2020-03-14,Bad Guy,Billie Eilish,45,False
2020-03-14,Kinfolks,Sam Hunt,46,False
2020-03-14,Dior,Pop Smoke,47,False
2020-03-14,Grace,Lil Baby & 42 Dugg,48,True
2020-03-14,Ignorantes,Bad Bunny & Sech,49,False
2020-03-14,One Man Band,Old Dominion,50,False
2020-03-14,I Hope,Gabby Barrett Featuring Charlie Puth,51,False
2020-03-14,Blueberry Faygo,Lil Mosey,52,False
2020-03-14,La Santa,Bad Bunny X Daddy Yankee,53,True
2020-03-14,Get Ugly,Lil Baby,54,True
2020-03-14,Heart On Ice,Rod Wave,55,False
2020-03-14,Slide,H.E.R. Featuring YG,56,False
2020-03-14,Juicy,Doja Cat & Tyga,57,False
2020-03-14,No Sucker,Lil Baby & Moneybagg Yo,58,True
2020-03-14,How,Lil Baby,59,True
2020-03-14,BEST ON EARTH,Russ & BIA,60,False
2020-03-14,The Other Side,SZA X Justin Timberlake,61,True
2020-03-14,Tusa,Karol G & Nicki Minaj,62,False
2020-03-14,Pero Ya No,Bad Bunny,63,True
2020-03-14,Forever,Lil Baby Featuring Lil Wayne,64,True
2020-03-14,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,65,False
2020-03-14,After Hours,The Weeknd,66,False
2020-03-14,Nobody But You,Blake Shelton Duet With Gwen Stefani,67,False
2020-03-14,ON,BTS,68,False
2020-03-14,Yo Perreo Sola,Bad Bunny,69,True
2020-03-14,Homemade,Jake Owen,70,False
2020-03-14,Chasin' You,Morgan Wallen,71,False
2020-03-14,What She Wants Tonight,Luke Bryan,72,False
2020-03-14,Lil Top,YoungBoy Never Broke Again,73,False
2020-03-14,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",74,False
2020-03-14,Slow Dance In A Parking Lot,Jordan Davis,75,False
2020-03-14,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",76,False
2020-03-14,More Hearts Than Mine,Ingrid Andress,77,False
2020-03-14,Same Thing,Lil Baby,78,True
2020-03-14,We Back,Jason Aldean,79,False
2020-03-14,Make Me Want To,Jimmie Allen,80,False
2020-03-14,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",81,True
2020-03-14,Moral Of The Story,Ashe Featuring Niall Horan,82,False
2020-03-14,I Wish Grandpas Never Died,Riley Green,83,False
2020-03-14,To Die For,Sam Smith,84,False
2020-03-14,The Man,Taylor Swift,85,False
2020-03-14,Know Your Worth,Khalid x Disclosure,86,False
2020-03-14,Catch,Brett Young,87,False
2020-03-14,I Hope You're Happy Now,Carly Pearce & Lee Brice,88,False
2020-03-14,Bichiyal,Bad Bunny & Yaviah,89,True
2020-03-14,Out West,JACKBOYS Featuring Young Thug,90,False
2020-03-14,We Should,Lil Baby & Young Thug,91,True
2020-03-14,Make No Sense,YoungBoy Never Broke Again,92,False
2020-03-14,Suicidal,YNW Melly & Juice WRLD,93,False
2020-03-14,Solia,Bad Bunny,94,True
2020-03-14,Before You Go,Lewis Capaldi,95,False
2020-03-14,No Time To Die,Billie Eilish,96,False
2020-03-14,Esta Cabron Ser Yo,Bad Bunny X Anuel AA,97,True
2020-03-14,Sunday Best,Surfaces,98,True
2020-03-14,Can't Explain,Lil Baby,99,True
2020-03-14,P*$$y Fairy (OTW),Jhene Aiko,100,False
2020-03-21,The Box,Roddy Ricch,1,False
2020-03-21,Don't Start Now,Dua Lipa,2,False
2020-03-21,Life Is Good,Future Featuring Drake,3,False
2020-03-21,Blinding Lights,The Weeknd,4,False
2020-03-21,Circles,Post Malone,5,False
2020-03-21,Baby Pluto,Lil Uzi Vert,6,True
2020-03-21,Roxanne,Arizona Zervas,7,False
2020-03-21,Lo Mein,Lil Uzi Vert,8,True
2020-03-21,Silly Watch,Lil Uzi Vert,9,True
2020-03-21,Intentions,Justin Bieber Featuring Quavo,10,False
2020-03-21,P2,Lil Uzi Vert,11,True
2020-03-21,Dance Monkey,Tones And I,12,False
2020-03-21,Memories,Maroon 5,13,False
2020-03-21,Everything I Wanted,Billie Eilish,14,False
2020-03-21,Someone You Loved,Lewis Capaldi,15,False
2020-03-21,Adore You,Harry Styles,16,False
2020-03-21,Hot Girl Bummer,blackbear,17,False
2020-03-21,I Love Me,Demi Lovato,18,True
2020-03-21,Say So,Doja Cat Featuring Nicki Minaj,19,False
2020-03-21,That Way,Lil Uzi Vert,20,False
2020-03-21,Heartless,The Weeknd,21,False
2020-03-21,Homecoming,Lil Uzi Vert,22,True
2020-03-21,The Bones,Maren Morris,23,False
2020-03-21,B.S.,Jhene Aiko Featuring H.E.R.,24,True
2020-03-21,Prices,Lil Uzi Vert,25,True
2020-03-21,My Oh My,Camila Cabello Featuring DaBaby,26,False
2020-03-21,"10,000 Hours",Dan + Shay & Justin Bieber,27,False
2020-03-21,POP,Lil Uzi Vert,28,True
2020-03-21,Ballin',Mustard & Roddy Ricch,29,False
2020-03-21,Stupid Love,Lady Gaga,30,False
2020-03-21,Woah,Lil Baby,31,False
2020-03-21,Godzilla,Eminem Featuring Juice WRLD,32,False
2020-03-21,Bigger Than Life,Lil Uzi Vert,33,True
2020-03-21,Celebration Station,Lil Uzi Vert,34,True
2020-03-21,BOP,DaBaby,35,False
2020-03-21,You Better Move,Lil Uzi Vert,36,True
2020-03-21,I'm Sorry,Lil Uzi Vert,37,True
2020-03-21,Lose You To Love Me,Selena Gomez,38,False
2020-03-21,Venetia,Lil Uzi Vert,39,True
2020-03-21,P*$$y Fairy (OTW),Jhene Aiko,40,False
2020-03-21,You Should Be Sad,Halsey,41,False
2020-03-21,Falling,Trevor Daniel,42,False
2020-03-21,High Fashion,Roddy Ricch Featuring Mustard,43,False
2020-03-21,Homesick,Kane Brown,44,False
2020-03-21,Chrome Heart Tags,Lil Uzi Vert,45,True
2020-03-21,No Guidance,Chris Brown Featuring Drake,46,False
2020-03-21,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,47,False
2020-03-21,Futsal Shuffle 2020,Lil Uzi Vert,48,False
2020-03-21,Good As Hell,Lizzo,49,False
2020-03-21,I Hope,Gabby Barrett Featuring Charlie Puth,50,False
2020-03-21,Bust Me,Lil Uzi Vert,51,True
2020-03-21,Sum 2 Prove,Lil Baby,52,False
2020-03-21,Blueberry Faygo,Lil Mosey,53,False
2020-03-21,La Dificil,Bad Bunny,54,False
2020-03-21,Dior,Pop Smoke,55,False
2020-03-21,Si Veo A Tu Mama,Bad Bunny,56,False
2020-03-21,Heatin Up,Lil Baby & Gunna,57,False
2020-03-21,Heart On Ice,Rod Wave,58,False
2020-03-21,B.I.T.C.H.,Megan Thee Stallion,59,False
2020-03-21,Homemade,Jake Owen,60,False
2020-03-21,Slide,H.E.R. Featuring YG,61,False
2020-03-21,BEST ON EARTH,Russ & BIA,62,False
2020-03-21,What A Man Gotta Do,Jonas Brothers,63,False
2020-03-21,Emotionally Scarred,Lil Baby,64,False
2020-03-21,Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,65,True
2020-03-21,Vete,Bad Bunny,66,False
2020-03-21,Yummy,Justin Bieber,67,False
2020-03-21,Commercial,Lil Baby Featuring Lil Uzi Vert,68,False
2020-03-21,Nobody But You,Blake Shelton Duet With Gwen Stefani,69,False
2020-03-21,Chasin' You,Morgan Wallen,70,False
2020-03-21,Juicy,Doja Cat & Tyga,71,False
2020-03-21,Secure The Bag,Lil Uzi Vert,72,True
2020-03-21,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",73,False
2020-03-21,Captain Hook,Megan Thee Stallion,74,True
2020-03-21,Tusa,Karol G & Nicki Minaj,75,False
2020-03-21,Urgency,Lil Uzi Vert Featuring Syd,76,True
2020-03-21,Slow Dance In A Parking Lot,Jordan Davis,77,False
2020-03-21,What She Wants Tonight,Luke Bryan,78,False
2020-03-21,SkyBox,Gunna,79,True
2020-03-21,The Other Side,SZA X Justin Timberlake,80,False
2020-03-21,We Back,Jason Aldean,81,False
2020-03-21,I Wish Grandpas Never Died,Riley Green,82,False
2020-03-21,Ignorantes,Bad Bunny & Sech,83,False
2020-03-21,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",84,False
2020-03-21,More Hearts Than Mine,Ingrid Andress,85,False
2020-03-21,Catch,Brett Young,86,False
2020-03-21,Triggered,Jhene Aiko,87,False
2020-03-21,PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",88,False
2020-03-21,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",89,True
2020-03-21,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,90,False
2020-03-21,I Hope You're Happy Now,Carly Pearce & Lee Brice,91,False
2020-03-21,La Santa,Bad Bunny X Daddy Yankee,92,False
2020-03-21,None Of Your Concern,Jhene Aiko Featuring Big Sean,93,False
2020-03-21,Know Your Worth,Khalid x Disclosure,94,False
2020-03-21,SUGAR,BrockHampton,95,False
2020-03-21,To Die For,Sam Smith,96,False
2020-03-21,Yo Perreo Sola,Bad Bunny,97,False
2020-03-21,Grace,Lil Baby & 42 Dugg,98,False
2020-03-21,Sunday Best,Surfaces,99,False
2020-03-21,After Hours,The Weeknd,100,False
2020-03-28,The Box,Roddy Ricch,1,False
2020-03-28,Blinding Lights,The Weeknd,2,False
2020-03-28,Don't Start Now,Dua Lipa,3,False
2020-03-28,Life Is Good,Future Featuring Drake,4,False
2020-03-28,Circles,Post Malone,5,False
2020-03-28,Roxanne,Arizona Zervas,6,False
2020-03-28,Adore You,Harry Styles,7,False
2020-03-28,Intentions,Justin Bieber Featuring Quavo,8,False
2020-03-28,Someone You Loved,Lewis Capaldi,9,False
2020-03-28,Everything I Wanted,Billie Eilish,10,False
2020-03-28,Hot Girl Bummer,blackbear,11,False
2020-03-28,Memories,Maroon 5,12,False
2020-03-28,Myron,Lil Uzi Vert,13,True
2020-03-28,Say So,Doja Cat Featuring Nicki Minaj,14,False
2020-03-28,Dance Monkey,Tones And I,15,False
2020-03-28,Heartless,The Weeknd,16,False
2020-03-28,The Bones,Maren Morris,17,False
2020-03-28,My Oh My,Camila Cabello Featuring DaBaby,18,False
2020-03-28,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,19,True
2020-03-28,Suicidal,YNW Melly & Juice WRLD,20,False
2020-03-28,Ballin',Mustard & Roddy Ricch,21,False
2020-03-28,"10,000 Hours",Dan + Shay & Justin Bieber,22,False
2020-03-28,Godzilla,Eminem Featuring Juice WRLD,23,False
2020-03-28,BOP,DaBaby,24,False
2020-03-28,Stupid Love,Lady Gaga,25,False
2020-03-28,Yessirskiii,Lil Uzi Vert & 21 Savage,26,True
2020-03-28,Baby Pluto,Lil Uzi Vert,27,False
2020-03-28,Woah,Lil Baby,28,False
2020-03-28,Falling,Trevor Daniel,29,False
2020-03-28,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,30,False
2020-03-28,Lose You To Love Me,Selena Gomez,31,False
2020-03-28,No Guidance,Chris Brown Featuring Drake,32,False
2020-03-28,High Fashion,Roddy Ricch Featuring Mustard,33,False
2020-03-28,You Should Be Sad,Halsey,34,False
2020-03-28,Homesick,Kane Brown,35,False
2020-03-28,I Hope,Gabby Barrett Featuring Charlie Puth,36,False
2020-03-28,P2,Lil Uzi Vert,37,False
2020-03-28,Blueberry Faygo,Lil Mosey,38,False
2020-03-28,Homemade,Jake Owen,39,False
2020-03-28,Heart On Ice,Rod Wave,40,False
2020-03-28,That Way,Lil Uzi Vert,41,False
2020-03-28,Lo Mein,Lil Uzi Vert,42,False
2020-03-28,I Love Me,Demi Lovato,43,False
2020-03-28,Good As Hell,Lizzo,44,False
2020-03-28,Lotus,Lil Uzi Vert,45,True
2020-03-28,BEST ON EARTH,Russ & BIA,46,False
2020-03-28,Slide,H.E.R. Featuring YG,47,False
2020-03-28,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",48,False
2020-03-28,What She Wants Tonight,Luke Bryan,49,False
2020-03-28,Dior,Pop Smoke,50,False
2020-03-28,Sum 2 Prove,Lil Baby,51,False
2020-03-28,Silly Watch,Lil Uzi Vert,52,False
2020-03-28,Nobody But You,Blake Shelton Duet With Gwen Stefani,53,False
2020-03-28,Wassup,Lil Uzi Vert Featuring Future,54,True
2020-03-28,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",55,False
2020-03-28,More Hearts Than Mine,Ingrid Andress,56,False
2020-03-28,B.S.,Jhene Aiko Featuring H.E.R.,57,False
2020-03-28,Chasin' You,Morgan Wallen,58,False
2020-03-28,Slow Dance In A Parking Lot,Jordan Davis,59,False
2020-03-28,Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,60,True
2020-03-28,P*$$y Fairy (OTW),Jhene Aiko,61,False
2020-03-28,Moon Relate,Lil Uzi Vert,62,True
2020-03-28,What A Man Gotta Do,Jonas Brothers,63,False
2020-03-28,Tusa,Karol G & Nicki Minaj,64,False
2020-03-28,Catch,Brett Young,65,False
2020-03-28,I Can Show You,Lil Uzi Vert,66,True
2020-03-28,We Back,Jason Aldean,67,False
2020-03-28,Trap This Way (This Way),Lil Uzi Vert,68,True
2020-03-28,I Wish Grandpas Never Died,Riley Green,69,False
2020-03-28,Si Veo A Tu Mama,Bad Bunny,70,False
2020-03-28,Death Bed,Powfu Featuring beabadoobee,71,True
2020-03-28,Leaders,Lil Uzi Vert Featuring NAV,72,True
2020-03-28,Heatin Up,Lil Baby & Gunna,73,False
2020-03-28,Sunday Best,Surfaces,74,False
2020-03-28,Grace,Lil Baby & 42 Dugg,75,False
2020-03-28,No Auto,Lil Uzi Vert Featuring Lil Durk,76,True
2020-03-28,The Other Side,SZA X Justin Timberlake,77,False
2020-03-28,Yummy,Justin Bieber,78,False
2020-03-28,B.I.T.C.H.,Megan Thee Stallion,79,False
2020-03-28,La Dificil,Bad Bunny,80,False
2020-03-28,I Hope You're Happy Now,Carly Pearce & Lee Brice,81,False
2020-03-28,Homecoming,Lil Uzi Vert,82,False
2020-03-28,Come This Way,Lil Uzi Vert,83,True
2020-03-28,To Die For,Sam Smith,84,False
2020-03-28,Emotionally Scarred,Lil Baby,85,False
2020-03-28,Does To Me,Luke Combs Featuring Eric Church,86,True
2020-03-28,Got The Guap,Lil Uzi Vert Featuring Young Thug,87,True
2020-03-28,Supalonely,BENEE Featuring Gus Dapperton,88,True
2020-03-28,Money Spread,Lil Uzi Vert Featuring Young Nudy,89,True
2020-03-28,Cardigan,Don Toliver,90,True
2020-03-28,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,91,True
2020-03-28,Vete,Bad Bunny,92,False
2020-03-28,Know Your Worth,Khalid x Disclosure,93,False
2020-03-28,Futsal Shuffle 2020,Lil Uzi Vert,94,False
2020-03-28,Prices,Lil Uzi Vert,95,False
2020-03-28,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,96,False
2020-03-28,Before You Go,Lewis Capaldi,97,False
2020-03-28,Savage,Megan Thee Stallion,98,True
2020-03-28,Come Thru,Summer Walker & Usher,99,False
2020-03-28,Make No Sense,YoungBoy Never Broke Again,100,False
2020-04-04,Blinding Lights,The Weeknd,1,False
2020-04-04,The Box,Roddy Ricch,2,False
2020-04-04,Don't Start Now,Dua Lipa,3,False
2020-04-04,Heartless,The Weeknd,4,False
2020-04-04,Circles,Post Malone,5,False
2020-04-04,Life Is Good,Future Featuring Drake,6,False
2020-04-04,Adore You,Harry Styles,7,False
2020-04-04,Intentions,Justin Bieber Featuring Quavo,8,False
2020-04-04,Say So,Doja Cat Featuring Nicki Minaj,9,False
2020-04-04,Roxanne,Arizona Zervas,10,False
2020-04-04,Someone You Loved,Lewis Capaldi,11,False
2020-04-04,Everything I Wanted,Billie Eilish,12,False
2020-04-04,Hot Girl Bummer,blackbear,13,False
2020-04-04,Memories,Maroon 5,14,False
2020-04-04,Dance Monkey,Tones And I,15,False
2020-04-04,In Your Eyes,The Weeknd,16,True
2020-04-04,The Bones,Maren Morris,17,False
2020-04-04,My Oh My,Camila Cabello Featuring DaBaby,18,False
2020-04-04,"10,000 Hours",Dan + Shay & Justin Bieber,19,False
2020-04-04,Savage,Megan Thee Stallion,20,False
2020-04-04,Alone Again,The Weeknd,21,True
2020-04-04,After Hours,The Weeknd,22,False
2020-04-04,Ballin',Mustard & Roddy Ricch,23,False
2020-04-04,Scared To Live,The Weeknd,24,True
2020-04-04,Hardest To Love,The Weeknd,25,True
2020-04-04,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26,False
2020-04-04,Stupid Love,Lady Gaga,27,False
2020-04-04,Too Late,The Weeknd,28,True
2020-04-04,Falling,Trevor Daniel,29,False
2020-04-04,I Hope,Gabby Barrett Featuring Charlie Puth,30,False
2020-04-04,BOP,DaBaby,31,False
2020-04-04,Snowchild,The Weeknd,32,True
2020-04-04,You Should Be Sad,Halsey,33,False
2020-04-04,No Guidance,Chris Brown Featuring Drake,34,False
2020-04-04,Suicidal,YNW Melly & Juice WRLD,35,False
2020-04-04,High Fashion,Roddy Ricch Featuring Mustard,36,False
2020-04-04,Blueberry Faygo,Lil Mosey,37,False
2020-04-04,Godzilla,Eminem Featuring Juice WRLD,38,False
2020-04-04,Escape From LA,The Weeknd,39,True
2020-04-04,Homesick,Kane Brown,40,False
2020-04-04,Save Your Tears,The Weeknd & Ariana Grande,41,True
2020-04-04,Woah,Lil Baby,42,False
2020-04-04,Heart On Ice,Rod Wave,43,False
2020-04-04,Nobody But You,Blake Shelton Duet With Gwen Stefani,44,False
2020-04-04,Faith,The Weeknd,45,True
2020-04-04,What She Wants Tonight,Luke Bryan,46,False
2020-04-04,Lose You To Love Me,Selena Gomez,47,False
2020-04-04,I Love Me,Demi Lovato,48,False
2020-04-04,Slow Dance In A Parking Lot,Jordan Davis,49,False
2020-04-04,Homemade,Jake Owen,50,False
2020-04-04,Slide,H.E.R. Featuring YG,51,False
2020-04-04,BEST ON EARTH,Russ & BIA,52,False
2020-04-04,Chasin' You,Morgan Wallen,53,False
2020-04-04,Myron,Lil Uzi Vert,54,False
2020-04-04,Roses,SAINt JHN,55,True
2020-04-04,More Hearts Than Mine,Ingrid Andress,56,False
2020-04-04,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",57,False
2020-04-04,Dior,Pop Smoke,58,False
2020-04-04,Death Bed,Powfu Featuring beabadoobee,59,False
2020-04-04,Sum 2 Prove,Lil Baby,60,False
2020-04-04,Catch,Brett Young,61,False
2020-04-04,Sunday Best,Surfaces,62,False
2020-04-04,Does To Me,Luke Combs Featuring Eric Church,63,False
2020-04-04,I Hope You're Happy Now,Carly Pearce & Lee Brice,64,False
2020-04-04,homecoming queen?,Kelsea Ballerini,65,False
2020-04-04,Tusa,Karol G & Nicki Minaj,66,False
2020-04-04,P*$$y Fairy (OTW),Jhene Aiko,67,False
2020-04-04,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,68,False
2020-04-04,Repeat After Me (Interlude),The Weeknd,69,True
2020-04-04,P2,Lil Uzi Vert,70,False
2020-04-04,Supalonely,BENEE Featuring Gus Dapperton,71,False
2020-04-04,What A Man Gotta Do,Jonas Brothers,72,False
2020-04-04,That Way,Lil Uzi Vert,73,False
2020-04-04,Baby Pluto,Lil Uzi Vert,74,False
2020-04-04,Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",75,False
2020-04-04,B.S.,Jhene Aiko Featuring H.E.R.,76,False
2020-04-04,Before You Go,Lewis Capaldi,77,False
2020-04-04,Out West,JACKBOYS Featuring Young Thug,78,False
2020-04-04,The Other Side,SZA X Justin Timberlake,79,False
2020-04-04,Until I Bleed Out,The Weeknd,80,True
2020-04-04,B.I.T.C.H.,Megan Thee Stallion,81,False
2020-04-04,Know Your Worth,Khalid x Disclosure,82,False
2020-04-04,Yummy,Justin Bieber,83,False
2020-04-04,To Die For,Sam Smith,84,False
2020-04-04,Grace,Lil Baby & 42 Dugg,85,False
2020-04-04,Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,86,False
2020-04-04,Lo Mein,Lil Uzi Vert,87,False
2020-04-04,Come Thru,Summer Walker & Usher,88,False
2020-04-04,Emotionally Scarred,Lil Baby,89,False
2020-04-04,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,90,False
2020-04-04,Heatin Up,Lil Baby & Gunna,91,False
2020-04-04,Si Veo A Tu Mama,Bad Bunny,92,False
2020-04-04,Yessirskiii,Lil Uzi Vert & 21 Savage,93,False
2020-04-04,Walk Em Down,NLE Choppa Featuring Roddy Ricch,94,True
2020-04-04,The Other Girl,Kelsea Ballerini x Halsey,95,True
2020-04-04,Make No Sense,YoungBoy Never Broke Again,96,False
2020-04-04,Into The Unknown,Idina Menzel & AURORA,97,False
2020-04-04,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,98,False
2020-04-04,Vete,Bad Bunny,99,False
2020-04-04,La Dificil,Bad Bunny,100,False
2020-04-11,Blinding Lights,The Weeknd,1,False
2020-04-11,The Box,Roddy Ricch,2,False
