Date,Title,Artist,Rank,IsNew
2020-07-11,X,Jonas Brothers Featuring Karol G,98,False
2020-07-11,I Called Mama,Tim McGraw,99,True
2020-07-11,Shotta Flow 5,NLE Choppa,100,False
2020-07-18,Rockstar,DaBaby Featuring Roddy Ricch,1,False
2020-07-18,Blinding Lights,The Weeknd,2,False
2020-07-18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3,False
2020-07-18,Savage,Megan Thee Stallion,4,False
2020-07-18,Roses,SAINt JHN,5,False
2020-07-18,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6,True
2020-07-18,Watermelon Sugar,Harry Styles,7,False
2020-07-18,Blueberry Faygo,Lil Mosey,8,False
2020-07-18,Say So,Doja Cat Featuring Nicki Minaj,9,False
2020-07-18,Intentions,Justin Bieber Featuring Quavo,10,False
2020-07-18,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11,True
2020-07-18,Adore You,Harry Styles,12,False
2020-07-18,Circles,Post Malone,13,False
2020-07-18,We Paid,Lil Baby & 42 Dugg,14,False
2020-07-18,Don't Start Now,Dua Lipa,15,False
2020-07-18,Rain On Me,Lady Gaga & Ariana Grande,16,False
2020-07-18,Break My Heart,Dua Lipa,17,False
2020-07-18,The Bones,Maren Morris,18,False
2020-07-18,One Margarita,Luke Bryan,19,False
2020-07-18,The Bigger Picture,Lil Baby,20,False
2020-07-18,The Box,Roddy Ricch,21,False
2020-07-18,Dior,Pop Smoke,22,False
2020-07-18,I Hope,Gabby Barrett Featuring Charlie Puth,23,False
2020-07-18,Life Is Good,Future Featuring Drake,24,False
2020-07-18,Falling,Trevor Daniel,25,False
2020-07-18,Before You Go,Lewis Capaldi,26,False
2020-07-18,Hard To Forget,Sam Hunt,27,False
2020-07-18,Go Crazy,Chris Brown & Young Thug,28,False
2020-07-18,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,29,False
2020-07-18,Sunday Best,Surfaces,30,False
2020-07-18,Got It On Me,Pop Smoke,31,True
2020-07-18,Death Bed,Powfu Featuring beabadoobee,32,False
2020-07-18,Bluebird,Miranda Lambert,33,False
2020-07-18,Aim For The Moon,Pop Smoke Featuring Quavo,34,True
2020-07-18,Chasin' You,Morgan Wallen,35,False
2020-07-18,Party Girl,StaySolidRocky,36,False
2020-07-18,Gangstas,Pop Smoke,37,True
2020-07-18,Toosie Slide,Drake,38,False
2020-07-18,44 Bulldog,Pop Smoke,39,True
2020-07-18,High Fashion,Roddy Ricch Featuring Mustard,40,False
2020-07-18,Something Special,Pop Smoke,41,True
2020-07-18,Die From A Broken Heart,Maddie & Tae,42,False
2020-07-18,Yea Yea,Pop Smoke,43,True
2020-07-18,Mood Swings,Pop Smoke Featuring Lil Tjay,44,True
2020-07-18,Stuck With U,Ariana Grande & Justin Bieber,45,False
2020-07-18,Emotionally Scarred,Lil Baby,46,False
2020-07-18,Supalonely,BENEE Featuring Gus Dapperton,47,False
2020-07-18,Walk Em Down,NLE Choppa Featuring Roddy Ricch,48,False
2020-07-18,Make It Rain,Pop Smoke Featuring Rowdy Rebel,49,False
2020-07-18,Be Kind,Marshmello & Halsey,50,False
2020-07-18,Girls In The Hood,Megan Thee Stallion,51,False
2020-07-18,What You Know Bout Love,Pop Smoke,52,True
2020-07-18,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",53,False
2020-07-18,Snitchin,Pop Smoke Featuring Quavo & Future,54,True
2020-07-18,Bad Bitch From Tokyo (Intro),Pop Smoke,55,True
2020-07-18,Enjoy Yourself,Pop Smoke Featuring Karol G,56,True
2020-07-18,Creature,Pop Smoke Featuring Swae Lee,57,True
2020-07-18,I Love My Country,Florida Georgia Line,58,False
2020-07-18,If The World Was Ending,JP Saxe Featuring Julia Michaels,59,False
2020-07-18,Got What I Got,Jason Aldean,60,False
2020-07-18,Like That,Doja Cat Featuring Gucci Mane,61,False
2020-07-18,Here And Now,Kenny Chesney,62,False
2020-07-18,Said Sum,Moneybagg Yo,63,True
2020-07-18,Rags2Riches,Rod Wave Featuring ATR Son Son,64,False
2020-07-18,West Coast Shit,Pop Smoke Featuring Tyga & Quavo,65,True
2020-07-18,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",66,False
2020-07-18,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",67,False
2020-07-18,Don't Rush,Young T & Bugsey Featuring Headie One,68,False
2020-07-18,Done,Chris Janson,69,False
2020-07-18,P*$$y Fairy (OTW),Jhene Aiko,70,False
2020-07-18,Does To Me,Luke Combs Featuring Eric Church,71,False
2020-07-18,God Whispered Your Name,Keith Urban,72,False
2020-07-18,One Big Country Song,LOCASH,73,False
2020-07-18,Life's A Mess,Juice WRLD X Halsey,74,True
2020-07-18,Wash Us In The Blood,Kanye West Featuring Travis Scott,75,False
2020-07-18,Diana,Pop Smoke Featuring King Combs,76,True
2020-07-18,Cool Again,Kane Brown,77,False
2020-07-18,Why We Drink,Justin Moore,78,False
2020-07-18,Tunnel Vision (Outro),Pop Smoke,79,True
2020-07-18,After Party,Don Toliver,80,False
2020-07-18,Gooba,6ix9ine,81,False
2020-07-18,Need It,Migos Featuring YoungBoy Never Broke Again,82,False
2020-07-18,Trollz,6ix9ine & Nicki Minaj,83,False
2020-07-18,Chicago Freestyle,Drake Featuring Giveon,84,False
2020-07-18,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,85,False
2020-07-18,ily,Surf Mesa Featuring Emilee,86,False
2020-07-18,One Of Them Girls,Lee Brice,87,False
2020-07-18,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,88,False
2020-07-18,Flex,Polo G Featuring Juice WRLD,89,False
2020-07-18,After A Few,Travis Denning,90,False
2020-07-18,How You Like That,BLACKPINK,91,False
2020-07-18,Yo Perreo Sola,Bad Bunny,92,False
2020-07-18,More Than My Hometown,Morgan Wallen,93,False
2020-07-18,Go!,Kid LAROI & Juice WRLD,94,False
2020-07-18,One Night Standards,Ashley McBryde,95,False
2020-07-18,In Between,Scotty McCreery,96,False
2020-07-18,Lovin' On You,Luke Combs,97,False
2020-07-18,Girl Of My Dreams,Rod Wave,98,False
2020-07-18,YaYa,6ix9ine,99,True
2020-07-18,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,100,False
2020-07-25,Rockstar,DaBaby Featuring Roddy Ricch,1,False
2020-07-25,Come & Go,Juice WRLD x Marshmello,2,True
2020-07-25,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3,False
2020-07-25,Blinding Lights,The Weeknd,4,False
2020-07-25,Wishing Well,Juice WRLD,5,True
2020-07-25,Savage,Megan Thee Stallion,6,False
2020-07-25,Conversations,Juice WRLD,7,True
2020-07-25,Roses,SAINt JHN,8,False
2020-07-25,Life's A Mess,Juice WRLD X Halsey,9,False
2020-07-25,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,10,True
2020-07-25,Watermelon Sugar,Harry Styles,11,False
2020-07-25,Blood On My Jeans,Juice WRLD,12,True
2020-07-25,Blueberry Faygo,Lil Mosey,13,False
2020-07-25,Titanic,Juice WRLD,14,True
2020-07-25,Righteous,Juice WRLD,15,False
2020-07-25,Bad Energy,Juice WRLD,16,True
2020-07-25,Adore You,Harry Styles,17,False
2020-07-25,Say So,Doja Cat Featuring Nicki Minaj,18,False
2020-07-25,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19,False
2020-07-25,Circles,Post Malone,20,False
2020-07-25,Intentions,Justin Bieber Featuring Quavo,21,False
2020-07-25,The Adventures Of Moon Man & Slim Shady,Kid Cudi & Eminem,22,True
2020-07-25,I Hope,Gabby Barrett Featuring Charlie Puth,23,False
2020-07-25,Break My Heart,Dua Lipa,24,False
2020-07-25,Party Girl,StaySolidRocky,25,False
2020-07-25,We Paid,Lil Baby & 42 Dugg,26,False
2020-07-25,Don't Start Now,Dua Lipa,27,False
2020-07-25,Rain On Me,Lady Gaga & Ariana Grande,28,False
2020-07-25,Go Crazy,Chris Brown & Young Thug,29,False
2020-07-25,Before You Go,Lewis Capaldi,30,False
2020-07-25,One Margarita,Luke Bryan,31,False
2020-07-25,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,32,False
2020-07-25,Falling,Trevor Daniel,33,False
2020-07-25,Stay High,Juice WRLD,34,True
2020-07-25,Fighting Demons,Juice WRLD,35,True
2020-07-25,The Bones,Maren Morris,36,False
2020-07-25,Hard To Forget,Sam Hunt,37,False
2020-07-25,Tell Me U Luv Me,Juice WRLD & Trippie Redd,38,False
2020-07-25,Life Is Good,Future Featuring Drake,39,False
2020-07-25,The Box,Roddy Ricch,40,False
2020-07-25,Death Bed,Powfu Featuring beabadoobee,41,False
2020-07-25,Up Up And Away,Juice WRLD,42,True
2020-07-25,The Bigger Picture,Lil Baby,43,False
2020-07-25,Bluebird,Miranda Lambert,44,False
2020-07-25,Sunday Best,Surfaces,45,False
2020-07-25,Screw Juice,Juice WRLD,46,True
2020-07-25,I Want It,Juice WRLD,47,True
2020-07-25,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,48,False
2020-07-25,Chasin' You,Morgan Wallen,49,False
2020-07-25,Can't Die,Juice WRLD,50,True
2020-07-25,Man Of The Year,Juice WRLD,51,True
2020-07-25,Rags2Riches,Rod Wave Featuring ATR Son Son,52,False
2020-07-25,Die From A Broken Heart,Maddie & Tae,53,False
2020-07-25,Toosie Slide,Drake,54,False
2020-07-25,Emotionally Scarred,Lil Baby,55,False
2020-07-25,Supalonely,BENEE Featuring Gus Dapperton,56,False
2020-07-25,Girls In The Hood,Megan Thee Stallion,57,False
2020-07-25,Walk Em Down,NLE Choppa Featuring Roddy Ricch,58,False
2020-07-25,Got It On Me,Pop Smoke,59,False
2020-07-25,One Big Country Song,LOCASH,60,False
2020-07-25,If The World Was Ending,JP Saxe Featuring Julia Michaels,61,False
2020-07-25,Be Kind,Marshmello & Halsey,62,False
2020-07-25,Said Sum,Moneybagg Yo,63,False
2020-07-25,I Love My Country,Florida Georgia Line,64,False
2020-07-25,Got What I Got,Jason Aldean,65,False
2020-07-25,Stuck With U,Ariana Grande & Justin Bieber,66,False
2020-07-25,Done,Chris Janson,67,False
2020-07-25,Like That,Doja Cat Featuring Gucci Mane,68,False
2020-07-25,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",69,False
2020-07-25,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",70,False
2020-07-25,Don't Rush,Young T & Bugsey Featuring Headie One,71,False
2020-07-25,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",72,False
2020-07-25,Be Like That,Kane Brown With Swae Lee & Khalid,73,True
2020-07-25,God Whispered Your Name,Keith Urban,74,False
2020-07-25,Something Special,Pop Smoke,75,False
2020-07-25,Why We Drink,Justin Moore,76,False
2020-07-25,Cool Again,Kane Brown,77,False
2020-07-25,One Of Them Girls,Lee Brice,78,False
2020-07-25,Mood Swings,Pop Smoke Featuring Lil Tjay,79,False
2020-07-25,Does To Me,Luke Combs Featuring Eric Church,80,False
2020-07-25,After Party,Don Toliver,81,False
2020-07-25,Need It,Migos Featuring YoungBoy Never Broke Again,82,False
2020-07-25,Gangstas,Pop Smoke,83,False
2020-07-25,Let It Go,Summer Walker,84,True
2020-07-25,More Than My Hometown,Morgan Wallen,85,False
2020-07-25,My Affection,Summer Walker & PARTYNEXTDOOR,86,True
2020-07-25,Lovin' On You,Luke Combs,87,False
2020-07-25,ily,Surf Mesa Featuring Emilee,88,False
2020-07-25,Aim For The Moon,Pop Smoke Featuring Quavo,89,False
2020-07-25,Past Life,Trevor Daniel x Selena Gomez,90,False
2020-07-25,Tap In,Saweetie,91,True
2020-07-25,Girl Of My Dreams,Rod Wave,92,False
2020-07-25,Chicago Freestyle,Drake Featuring Giveon,93,False
2020-07-25,One Night Standards,Ashley McBryde,94,False
2020-07-25,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,95,False
2020-07-25,Here And Now,Kenny Chesney,96,False
2020-07-25,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,97,False
2020-07-25,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,98,False
2020-07-25,44 Bulldog,Pop Smoke,99,False
2020-07-25,Gooba,6ix9ine,100,False
2020-08-01,Rockstar,DaBaby Featuring Roddy Ricch,1,False
2020-08-01,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2,False
2020-08-01,Popstar,DJ Khaled Featuring Drake,3,True
2020-08-01,Blinding Lights,The Weeknd,4,False
2020-08-01,Roses,SAINt JHN,5,False
2020-08-01,Savage,Megan Thee Stallion,6,False
2020-08-01,Watermelon Sugar,Harry Styles,7,False
2020-08-01,Greece,DJ Khaled Featuring Drake,8,True
2020-08-01,Come & Go,Juice WRLD x Marshmello,9,False
2020-08-01,Go Crazy,Chris Brown & Young Thug,10,False
2020-08-01,Blueberry Faygo,Lil Mosey,11,False
2020-08-01,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,12,False
2020-08-01,Wishing Well,Juice WRLD,13,False
2020-08-01,Rain On Me,Lady Gaga & Ariana Grande,14,False
2020-08-01,Adore You,Harry Styles,15,False
2020-08-01,I Hope,Gabby Barrett Featuring Charlie Puth,16,False
2020-08-01,Break My Heart,Dua Lipa,17,False
2020-08-01,Circles,Post Malone,18,False
2020-08-01,Before You Go,Lewis Capaldi,19,False
2020-08-01,We Paid,Lil Baby & 42 Dugg,20,False
2020-08-01,Say So,Doja Cat Featuring Nicki Minaj,21,False
2020-08-01,Intentions,Justin Bieber Featuring Quavo,22,False
2020-08-01,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,23,False
2020-08-01,Party Girl,StaySolidRocky,24,False
2020-08-01,One Margarita,Luke Bryan,25,False
2020-08-01,Bluebird,Miranda Lambert,26,False
2020-08-01,Don't Start Now,Dua Lipa,27,False
2020-08-01,Life Is Good,Future Featuring Drake,28,False
2020-08-01,Death Bed,Powfu Featuring beabadoobee,29,False
2020-08-01,Falling,Trevor Daniel,30,False
2020-08-01,The Bones,Maren Morris,31,False
2020-08-01,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,32,False
2020-08-01,Hard To Forget,Sam Hunt,33,False
2020-08-01,The Box,Roddy Ricch,34,False
2020-08-01,Die From A Broken Heart,Maddie & Tae,35,False
2020-08-01,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,36,False
2020-08-01,The Bigger Picture,Lil Baby,37,False
2020-08-01,Conversations,Juice WRLD,38,False
2020-08-01,Chasin' You,Morgan Wallen,39,False
2020-08-01,Sunday Best,Surfaces,40,False
2020-08-01,Rags2Riches,Rod Wave Featuring ATR Son Son,41,False
2020-08-01,Life's A Mess,Juice WRLD X Halsey,42,False
2020-08-01,Emotionally Scarred,Lil Baby,43,False
2020-08-01,Said Sum,Moneybagg Yo,44,False
2020-08-01,Toosie Slide,Drake,45,False
2020-08-01,Girls In The Hood,Megan Thee Stallion,46,False
2020-08-01,Supalonely,BENEE Featuring Gus Dapperton,47,False
2020-08-01,Walk Em Down,NLE Choppa Featuring Roddy Ricch,48,False
2020-08-01,Blood On My Jeans,Juice WRLD,49,False
2020-08-01,One Big Country Song,LOCASH,50,False
2020-08-01,Righteous,Juice WRLD,51,False
2020-08-01,If The World Was Ending,JP Saxe Featuring Julia Michaels,52,False
2020-08-01,Got What I Got,Jason Aldean,53,False
2020-08-01,I Love My Country,Florida Georgia Line,54,False
2020-08-01,Got It On Me,Pop Smoke,55,False
2020-08-01,Done,Chris Janson,56,False
2020-08-01,Like That,Doja Cat Featuring Gucci Mane,57,False
2020-08-01,Stuck With U,Ariana Grande & Justin Bieber,58,False
2020-08-01,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",59,False
2020-08-01,Don't Rush,Young T & Bugsey Featuring Headie One,60,False
2020-08-01,Be Kind,Marshmello & Halsey,61,False
2020-08-01,Titanic,Juice WRLD,62,False
2020-08-01,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",63,False
2020-08-01,Stay High,Juice WRLD,64,False
2020-08-01,Be Like That,Kane Brown With Swae Lee & Khalid,65,False
2020-08-01,Tap In,Saweetie,66,False
2020-08-01,God Whispered Your Name,Keith Urban,67,False
2020-08-01,Bad Energy,Juice WRLD,68,False
2020-08-01,One Of Them Girls,Lee Brice,69,False
2020-08-01,Mood Swings,Pop Smoke Featuring Lil Tjay,70,False
2020-08-01,Why We Drink,Justin Moore,71,False
2020-08-01,Lovin' On You,Luke Combs,72,False
2020-08-01,Cool Again,Kane Brown,73,False
2020-08-01,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",74,False
2020-08-01,Something Special,Pop Smoke,75,False
2020-08-01,Need It,Migos Featuring YoungBoy Never Broke Again,76,False
2020-08-01,Tell Me U Luv Me,Juice WRLD & Trippie Redd,77,False
2020-08-01,Up Up And Away,Juice WRLD,78,False
2020-08-01,Fighting Demons,Juice WRLD,79,False
2020-08-01,More Than My Hometown,Morgan Wallen,80,False
2020-08-01,B.S.,Jhene Aiko Featuring H.E.R.,81,False
2020-08-01,After Party,Don Toliver,82,False
2020-08-01,Past Life,Trevor Daniel x Selena Gomez,83,False
2020-08-01,ily,Surf Mesa Featuring Emilee,84,False
2020-08-01,Girl Of My Dreams,Rod Wave,85,False
2020-08-01,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,86,False
2020-08-01,3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,87,False
2020-08-01,Does To Me,Luke Combs Featuring Eric Church,88,False
2020-08-01,Man Of The Year,Juice WRLD,89,False
2020-08-01,Bang!,AJR,90,False
2020-08-01,One Night Standards,Ashley McBryde,91,False
2020-08-01,Can't Die,Juice WRLD,92,False
2020-08-01,Chicago Freestyle,Drake Featuring Giveon,93,False
2020-08-01,Flex,Polo G Featuring Juice WRLD,94,False
2020-08-01,Screw Juice,Juice WRLD,95,False
2020-08-01,Dollaz On My Head,Gunna Featuring Young Thug,96,False
2020-08-01,Breaking Me,Topic & A7S,97,True
2020-08-01,Enjoy Yourself,Pop Smoke Featuring Karol G,98,False
2020-08-01,Pretty Heart,Parker McCollum,99,False
2020-08-01,the.climb.back,J. Cole,100,True
2020-08-08,Cardigan,Taylor Swift,1,True
2020-08-08,Rockstar,DaBaby Featuring Roddy Ricch,2,False
2020-08-08,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3,False
2020-08-08,The 1,Taylor Swift,4,True
2020-08-08,Blinding Lights,The Weeknd,5,False
2020-08-08,Exile,Taylor Swift Featuring Bon Iver,6,True
2020-08-08,Watermelon Sugar,Harry Styles,7,False
2020-08-08,Roses,SAINt JHN,8,False
2020-08-08,Savage,Megan Thee Stallion,9,False
2020-08-08,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,10,False
2020-08-08,Blueberry Faygo,Lil Mosey,11,False
2020-08-08,Go Crazy,Chris Brown & Young Thug,12,False
2020-08-08,The Last Great American Dynasty,Taylor Swift,13,True
2020-08-08,Popstar,DJ Khaled Featuring Drake,14,False
2020-08-08,Adore You,Harry Styles,15,False
2020-08-08,My Tears Ricochet,Taylor Swift,16,True
2020-08-08,Come & Go,Juice WRLD x Marshmello,17,False
2020-08-08,I Hope,Gabby Barrett Featuring Charlie Puth,18,False
2020-08-08,Break My Heart,Dua Lipa,19,False
2020-08-08,Circles,Post Malone,20,False
2020-08-08,Before You Go,Lewis Capaldi,21,False
2020-08-08,Wishing Well,Juice WRLD,22,False
2020-08-08,August,Taylor Swift,23,True
2020-08-08,Don't Start Now,Dua Lipa,24,False
2020-08-08,One Margarita,Luke Bryan,25,False
2020-08-08,Mirrorball,Taylor Swift,26,True
2020-08-08,Say So,Doja Cat Featuring Nicki Minaj,27,False
2020-08-08,Intentions,Justin Bieber Featuring Quavo,28,False
2020-08-08,Rain On Me,Lady Gaga & Ariana Grande,29,False
2020-08-08,Life Is Good,Future Featuring Drake,30,False
2020-08-08,Party Girl,StaySolidRocky,31,False
2020-08-08,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,32,False
2020-08-08,Die From A Broken Heart,Maddie & Tae,33,False
2020-08-08,We Paid,Lil Baby & 42 Dugg,34,False
2020-08-08,Seven,Taylor Swift,35,True
2020-08-08,Death Bed,Powfu Featuring beabadoobee,36,False
2020-08-08,Invisible String,Taylor Swift,37,True
2020-08-08,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,38,False
2020-08-08,This Is Me Trying,Taylor Swift,39,True
2020-08-08,The Bones,Maren Morris,40,False
2020-08-08,Hard To Forget,Sam Hunt,41,False
2020-08-08,Betty,Taylor Swift,42,True
2020-08-08,Bluebird,Miranda Lambert,43,False
2020-08-08,Illicit Affairs,Taylor Swift,44,True
2020-08-08,The Box,Roddy Ricch,45,False
2020-08-08,Nobody's Love,Maroon 5,46,True
2020-08-08,Mad Woman,Taylor Swift,47,True
2020-08-08,Falling,Trevor Daniel,48,False
2020-08-08,Chasin' You,Morgan Wallen,49,False
2020-08-08,The Bigger Picture,Lil Baby,50,False
2020-08-08,Lion King On Ice,J. Cole,51,True
2020-08-08,the.climb.back,J. Cole,52,False
2020-08-08,One Big Country Song,LOCASH,53,False
2020-08-08,Emotionally Scarred,Lil Baby,54,False
2020-08-08,Greece,DJ Khaled Featuring Drake,55,False
2020-08-08,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,56,True
2020-08-08,Epiphany,Taylor Swift,57,True
2020-08-08,Peace,Taylor Swift,58,True
2020-08-08,Mood Swings,Pop Smoke Featuring Lil Tjay,59,False
2020-08-08,Said Sum,Moneybagg Yo,60,False
2020-08-08,Girls In The Hood,Megan Thee Stallion,61,False
2020-08-08,Supalonely,BENEE Featuring Gus Dapperton,62,False
2020-08-08,Un Dia (One Day),"J Balvin, Dua Lipa, Bad Bunny & Tainy",63,True
2020-08-08,Rags2Riches,Rod Wave Featuring ATR Son Son,64,False
2020-08-08,Got What I Got,Jason Aldean,65,False
2020-08-08,If The World Was Ending,JP Saxe Featuring Julia Michaels,66,False
2020-08-08,Be Like That,Kane Brown With Swae Lee & Khalid,67,False
2020-08-08,Done,Chris Janson,68,False
2020-08-08,I Love My Country,Florida Georgia Line,69,False
2020-08-08,Walk Em Down,NLE Choppa Featuring Roddy Ricch,70,False
2020-08-08,Hoax,Taylor Swift,71,True
2020-08-08,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,72,False
2020-08-08,Tap In,Saweetie,73,False
2020-08-08,Conversations,Juice WRLD,74,False
2020-08-08,Toosie Slide,Drake,75,False
2020-08-08,Like That,Doja Cat Featuring Gucci Mane,76,False
2020-08-08,Got It On Me,Pop Smoke,77,False
2020-08-08,Dollaz On My Head,Gunna Featuring Young Thug,78,False
2020-08-08,Lovin' On You,Luke Combs,79,False
2020-08-08,Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",80,False
2020-08-08,Why We Drink,Justin Moore,81,False
2020-08-08,Life's A Mess,Juice WRLD X Halsey,82,False
2020-08-08,One Of Them Girls,Lee Brice,83,False
2020-08-08,Cool Again,Kane Brown,84,False
2020-08-08,Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",85,False
2020-08-08,Don't Rush,Young T & Bugsey Featuring Headie One,86,False
2020-08-08,Righteous,Juice WRLD,87,False
2020-08-08,Stuck With U,Ariana Grande & Justin Bieber,88,False
2020-08-08,God Whispered Your Name,Keith Urban,89,False
2020-08-08,Blood On My Jeans,Juice WRLD,90,False
2020-08-08,Go!,Kid LAROI & Juice WRLD,91,False
2020-08-08,More Than My Hometown,Morgan Wallen,92,False
2020-08-08,Something Special,Pop Smoke,93,False
2020-08-08,Need It,Migos Featuring YoungBoy Never Broke Again,94,False
2020-08-08,Perfect,Logic,95,True
2020-08-08,Be Kind,Marshmello & Halsey,96,False
2020-08-08,Bang!,AJR,97,False
2020-08-08,ily,Surf Mesa Featuring Emilee,98,False
2020-08-08,One Night Standards,Ashley McBryde,99,False
2020-08-08,Girl Of My Dreams,Rod Wave,100,False
2020-08-15,Watermelon Sugar,Harry Styles,1,False
2020-08-15,Rockstar,DaBaby Featuring Roddy Ricch,2,False
2020-08-15,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3,False
2020-08-15,Blinding Lights,The Weeknd,4,False
2020-08-15,Roses,SAINt JHN,5,False
2020-08-15,My Future,Billie Eilish,6,True
2020-08-15,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,7,False
2020-08-15,Cardigan,Taylor Swift,8,False
2020-08-15,Go Crazy,Chris Brown & Young Thug,9,False
2020-08-15,Blueberry Faygo,Lil Mosey,10,False
2020-08-15,Before You Go,Lewis Capaldi,11,False
2020-08-15,Adore You,Harry Styles,12,False
2020-08-15,Savage,Megan Thee Stallion,13,False
2020-08-15,Break My Heart,Dua Lipa,14,False
2020-08-15,I Hope,Gabby Barrett Featuring Charlie Puth,15,False
2020-08-15,Circles,Post Malone,16,False
2020-08-15,Come & Go,Juice WRLD x Marshmello,17,False
2020-08-15,Popstar,DJ Khaled Featuring Drake,18,False
2020-08-15,Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,19,True
2020-08-15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,20,False
2020-08-15,Wishing Well,Juice WRLD,21,False
2020-08-15,Don't Start Now,Dua Lipa,22,False
2020-08-15,The 1,Taylor Swift,23,False
2020-08-15,Death Bed,Powfu Featuring beabadoobee,24,False
2020-08-15,Mood Swings,Pop Smoke Featuring Lil Tjay,25,False
2020-08-15,Die From A Broken Heart,Maddie & Tae,26,False
2020-08-15,One Margarita,Luke Bryan,27,False
2020-08-15,The Bones,Maren Morris,28,False
2020-08-15,Life Is Good,Future Featuring Drake,29,False
2020-08-15,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,30,False
2020-08-15,We Paid,Lil Baby & 42 Dugg,31,False
2020-08-15,Intentions,Justin Bieber Featuring Quavo,32,False
2020-08-15,Say So,Doja Cat Featuring Nicki Minaj,33,False
2020-08-15,Party Girl,StaySolidRocky,34,False
2020-08-15,Rain On Me,Lady Gaga & Ariana Grande,35,False
2020-08-15,Exile,Taylor Swift Featuring Bon Iver,36,False
2020-08-15,The Box,Roddy Ricch,37,False
2020-08-15,Hard To Forget,Sam Hunt,38,False
2020-08-15,Chasin' You,Morgan Wallen,39,False
2020-08-15,Bluebird,Miranda Lambert,40,False
2020-08-15,Done,Chris Janson,41,False
2020-08-15,The Bigger Picture,Lil Baby,42,False
2020-08-15,I Should Probably Go To Bed,Dan + Shay,43,True
2020-08-15,Emotionally Scarred,Lil Baby,44,False
2020-08-15,Nobody's Love,Maroon 5,45,False
2020-08-15,Girls In The Hood,Megan Thee Stallion,46,False
2020-08-15,Be Like That,Kane Brown With Swae Lee & Khalid,47,False
2020-08-15,Falling,Trevor Daniel,48,False
2020-08-15,Supalonely,BENEE Featuring Gus Dapperton,49,False
2020-08-15,If The World Was Ending,JP Saxe Featuring Julia Michaels,50,False
2020-08-15,Got What I Got,Jason Aldean,51,False
2020-08-15,Said Sum,Moneybagg Yo,52,False
2020-08-15,Tap In,Saweetie,53,False
2020-08-15,I Love My Country,Florida Georgia Line,54,False
2020-08-15,Rags2Riches,Rod Wave Featuring ATR Son Son,55,False
2020-08-15,Greece,DJ Khaled Featuring Drake,56,False
2020-08-15,Like That,Doja Cat Featuring Gucci Mane,57,False
2020-08-15,Why We Drink,Justin Moore,58,False
